STRUCTURE_NUMBER_008,COUNTY_CODE_003,FACILITY_CARRIED_007,FEATURES_DESC_006A,LOCATION_009,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,YEAR_BUILT_027,ADT_029,MODEL_DETERIORATION_RISK_SCORE,RISK_RANK,RISK_PERCENTILE,RISK_GROUP
000000000026061,85,"SR 4021,CREEK RD",OVER MORRISON RUN,PERRY TOWNSHIP,9.0,9.0,7.0,1958.0,349.0,0.90356,166,99.2,Very high
000000000070473,79,SR 3021,LITTLE NESCOPECK CK,BUTLER TWP .7 M S SR 3034,8.0,9.0,8.0,2019.0,2384.0,0.903166,167,99.2,Very high
000000000055861,53,"SR 1003,BLUE JAY R",OVER BLUE JAY CREEK,HOWE TOWNSHIP,9.0,9.0,9.0,2018.0,556.0,0.903091,168,99.2,Very high
000000000069820,3,MILL ST,ROBINSON RUN SOUTH BRANC,RS03   ROBINSON RUNSBR #3,9.0,9.0,9.0,2022.0,323.0,0.902777,169,99.2,Very high
000000000038677,101,BROAD STREET,READING RAILROAD;ROAD,CENTER CITY       3590E07,8.0,9.0,8.0,1895.0,27908.0,0.902414,170,99.2,Very high
000000000069809,125,SR 4022,Branch of Buffalo Creek,BUFFALO TOWNSHIP,9.0,9.0,9.0,2023.0,220.0,0.901945,171,99.2,Very high
000000000068446,133,PA 392; SR 0392,Fishing Creek,1 MI SOUTH OF YOCUMTOWN,8.0,9.0,9.0,2021.0,8468.0,0.90172,172,99.2,Very high
000000000033842,121,"SR 4003,PATCHEL RD",OVER WOLF RUN,JACKSON TOWNSHIP,9.0,8.0,7.0,1954.0,596.0,0.901715,173,99.2,Very high
000000000048828,85,SR 1015 CARLTON RD,FRENCH CREEK,FRENCH CREEK TWP.,9.0,9.0,8.0,2014.0,469.0,0.901696,174,99.2,Very high
000000000013330,39,"SR 4001,BEAVER CNT",OVER PADAN CREEK TRIB,CONNEAUT TOWNSHIP,9.0,5.0,5.0,1940.0,372.0,0.901488,175,99.2,Very high
000000000067478,21,SR 160,N BR LITTLE CONEMAUGH R,0.2 MILE NORTH OF SR 53,7.0,9.0,8.0,2024.0,1411.0,0.900716,176,99.2,Very high
000000000070447,121,"SR 3023,Waterloo",OVER MILL CREEK,UTICA BOROUGH,9.0,9.0,9.0,2024.0,140.0,0.900599,177,99.2,Very high
000000000046579,39,"SR 1035,Brown Hill",KELLY RUN,ROCKDALE TWP,9.0,9.0,9.0,2011.0,595.0,0.900403,178,99.2,Very high
000000000052509,131,SR 0087 TR 87,MEHOOPANY CREEK,MEHOOPNY TP .5M W SR 3003,8.0,9.0,7.0,2015.0,899.0,0.900273,179,99.2,Very high
000000000056056,131,SR 1009,MESHOPPEN CREEK,LEMON TWP .5 M S CO LINE,8.0,9.0,8.0,2018.0,135.0,0.899773,180,99.1,Very high
000000000015901,49,"SR 20,RIDGE RD",OVER ELK CREEK,GIRARD TOWNSHIP,9.0,9.0,8.0,1952.0,7549.0,0.89974,181,99.1,Very high
000000000069383,85,"SR 3039,VALLEY RD",OVER LACKAWANNOCK CREEK,JEFFERSON TOWNSHIP,9.0,9.0,9.0,2022.0,552.0,0.899629,182,99.1,Very high
000000000052843,133,SR3050 Woodberry,York Rail Co  ITQ-179982,1 MILE WEST OF YORK CITY,8.0,9.0,8.0,2015.0,802.0,0.899538,183,99.1,Very high
000000000016310,49,"SR 3010,PAGEVILLE",OVER CUSSEWAGO CK W BR,ELK CREEK TOWNSHIP,9.0,9.0,8.0,1956.0,138.0,0.899365,184,99.1,Very high
000000000021434,71,SR 1030,COCALICO CREEK,0.5 MI.N.E. OF REMANSTOWN,8.0,9.0,7.0,1962.0,922.0,0.899186,185,99.1,Very high
000000000067943,59,SR 3001,Crabapple Creek,RICHILL TOWNSHIP,9.0,9.0,9.0,2022.0,185.0,0.89915,186,99.1,Very high
000000000069528,95,SR 3018(LR 48050),Catasauqua Creek,OLD CARRIAGE ROAD,9.0,9.0,8.0,2023.0,961.0,0.899001,187,99.1,Very high
000000000030619,107,PA 125,DEEP CREEK,0.5 MI.N.OF HEGINS,9.0,6.0,6.0,1955.0,2501.0,0.898947,188,99.1,Very high
000000000068932,133,T-976; Eden Drive,Fishing Creek,.2E YOCUMTWN/FISHING CRK,8.0,9.0,9.0,2022.0,475.0,0.898706,189,99.1,Very high
000000000068019,45,PALMERS MILL ROAD,CRUM CREEK-SPRINGTON RES,2MI.NORTH ROSETREE 25B12,8.0,9.0,8.0,2021.0,19475.0,0.898563,190,99.1,Very high
000000000028076,91,INDIAN CREEK ROAD,INDIAN CREEK,0.9 MI S SR63 ADC 3030-E5,9.0,9.0,6.0,1973.0,750.0,0.898194,191,99.1,Very high
000000000057225,57,PA 655,SIDELING HILL CREEK,195 FEET SOUTH OF TR 913,8.0,8.0,9.0,2019.0,1993.0,0.89819,192,99.1,Very high
000000000049003,79,SR 3020,BRANCH OF BLACK CREEK,BLCK CRK TP .4 S SR 3018,8.0,9.0,8.0,2014.0,1506.0,0.898084,193,99.1,Very high
000000000068407,13,SR 4013,HOMERS GAP RUN,0.4 MI. E. OF SR 4015,8.0,9.0,8.0,2022.0,1062.0,0.897964,194,99.1,Very high
000000000068906,103,SR 0084 I-84 EB,SR 507,GREENE TWP OVER TR 507,8.0,9.0,8.0,2022.0,7355.0,0.897951,195,99.1,Very high
000000000067996,29,LIT. WASHINGTON RD,CULBERTSON RUN,NR. RTE.137 SPUR E  19H6,8.0,8.0,9.0,2022.0,1154.0,0.897695,196,99.1,Very high
000000000067835,43,I-83 SB; SR 0083,"T-431, Valley Road",1 MI.N.E. OF PROGRESS,8.0,9.0,8.0,2020.0,32347.0,0.897462,197,99.1,Very high
000000000069078,25,DRAKES CREEK ROAD,Drakes Creek,0.6 mi E of Lehigh River,9.0,9.0,9.0,2023.0,1.0,0.897402,198,99.1,Very high
000000000055049,85,TOWNSHIP ROAD 182,BIG RUN,0.7 MI. S. CR186,9.0,9.0,6.0,1964.0,324.0,0.897277,199,99.1,Very high
000000000057499,101,INTERSTATE 95,GIRARD AVENUE,NEAR CUMBERLAND ST3590K05,8.0,9.0,8.0,2020.0,147295.0,0.896322,200,99.1,Very high
000000000054464,3,East Pennview St.,Pine Creek,PI11 Pine Creek #11,9.0,8.0,9.0,2017.0,4234.0,0.896289,201,99.0,Very high
000000000029350,97,T-798,S. BR. OF ROARING CREEK,E OF ELYSBURG,9.0,9.0,7.0,1903.0,250.0,0.895944,202,99.0,Very high
000000000070114,103,SR 0084 I-84 WB,Shohola Creek,BLMG GRVE TP 2.3M E TR402,8.0,9.0,8.0,2023.0,9523.0,0.895304,203,99.0,Very high
000000000055930,19,SR4012,McMurray Run,1.3mi E SR 8 Intersect.,9.0,9.0,8.0,2018.0,875.0,0.894682,204,99.0,Very high
000000000026153,85,S. Foster Road,Yellow Creek,500ft South of Rt 62,9.0,8.0,6.0,1958.0,437.0,0.894639,205,99.0,Very high
000000000052520,85,"SR 19,PERRY HWY.",BLACK RUN,SANDY CREEK TWP,9.0,9.0,9.0,2015.0,2559.0,0.894403,206,99.0,Very high
000000000026082,85,"Tait Road, T-688",Neshannock Creek,2500ft east of SR 19,9.0,9.0,7.0,1966.0,295.0,0.893699,207,99.0,Very high
000000000052676,45,GRADYVILLE ROAD,HUNTER RUN,0.4 M. W of TR252 3586-F5,9.0,8.0,8.0,2015.0,6540.0,0.893395,208,99.0,Very high
000000000005973,13,5TH AVENUE,MILL RUN,5TH.AVE.@ 31ST.STREET,8.0,9.0,8.0,1934.0,889.0,0.893197,209,99.0,Very high
000000000021264,71,PA 441; SR 0441,CONOY CREEK,S. EDGE OF BAINBRIDGE,8.0,9.0,7.0,1959.0,5825.0,0.893177,210,99.0,Very high
000000000054701,71,T848 Cnstga Crk Rd,Conestoga Creek,1500 Ft SE of SR 897,8.0,9.0,8.0,2017.0,90.0,0.893133,211,99.0,Very high
000000000015449,45,MELROSE AVENUE,I-95; RAMPS; & CSX R.R.,.5 Mi N of PA-320 3807-D3,9.0,7.0,7.0,1963.0,2107.0,0.893111,212,99.0,Very high
000000000044960,39,"SR 2012, ALDEN ST.",MILL RUN,WEST MEAD TOWNSHIP,9.0,8.0,8.0,1948.0,786.0,0.892999,213,99.0,Very high
000000000012416,35,EAST PEALE AVENUE,FISHING CREEK,200FT E. RT. 64:MILL HALL,9.0,9.0,7.0,1974.0,350.0,0.89281,214,99.0,Very high
000000000068584,71,SOUTH RONKS ROAD,Pequea Creek,0.55 MI. SOUTH OF SR 30,8.0,9.0,8.0,2021.0,2790.0,0.892451,215,99.0,Very high
000000000026314,85,Harrisville Road,Wolf Creek,1-mi South of Rt 965,9.0,8.0,6.0,1958.0,201.0,0.892315,216,99.0,Very high
000000000070154,85,"SR 2002,LEESBRG RD",OVER NESHANNOCK CREEK,SPRINGFIELD TOWNSHIP,9.0,9.0,9.0,2023.0,722.0,0.89186,217,99.0,Very high
000000000035265,125,BROWN BRIDGE TR386,CROSS CREEK,1500' SOUTH OF SR 4018,8.0,9.0,8.0,1938.0,300.0,0.891259,218,99.0,Very high
000000000052471,85,Redfoot Road,Otter Creek,1000ft N of District Rd,9.0,8.0,9.0,2015.0,43.0,0.89103,219,99.0,Very high
000000000068827,91,STUMP ROAD,LITTLE NESHAMINY CREEK,.3 Mi N of PA-463 3145-E2,8.0,9.0,8.0,2022.0,7006.0,0.890903,220,99.0,Very high
000000000056126,3,East Elfinwild Rd,Pine Creek,PI09   PINE CREEK # 9,9.0,8.0,8.0,2020.0,1862.0,0.890861,221,99.0,Very high
000000000047598,39,"SR 4003,CHESTNUT",FOSTER RUN,CONNEAUTVILLE BOROUGH,9.0,9.0,9.0,2012.0,818.0,0.890659,222,98.9,Very high
000000000026115,85,Andrusky Road,Mill Creek,1000ft N of Scrubgrass Rd,9.0,9.0,7.0,1969.0,412.0,0.890635,223,98.9,Very high
000000000023226,77,SR1004;LR39032/125,LEHIGH RIVER,RACE ST. BRIDGE,9.0,6.0,6.0,1957.0,11491.0,0.890395,224,98.9,Very high
000000000030883,107,COLD RUN RD T-902,COLD RUN,JUST NORTH OF HECLA,9.0,9.0,7.0,1937.0,700.0,0.890381,225,98.9,Very high
000000000069849,95,SR 3020(LR 48063),East Br. Monocacy Creek,1.5 MI.EAST OF BATH,9.0,9.0,9.0,2024.0,8965.0,0.890048,226,98.9,Very high
000000000044963,85,SR 1011,PINE RUN,PERRY TOWNSHIP,9.0,7.0,8.0,1907.0,431.0,0.889801,227,98.9,Very high
000000000068392,17,INTERSTATE 295 EB,PA CANAL,OVER PA CANAL,9.0,9.0,9.0,2021.0,15753.0,0.889594,228,98.9,Very high
000000000069909,79,SR 3014 DUMP HILL,OVER NESCOPECK CREEK,NESCOPECK TWP JCT SR 3015,8.0,9.0,7.0,2023.0,140.0,0.889289,229,98.9,Very high
000000000054382,85,Parker Road,Unk tri to fox run,1-mi East of Rt 62,9.0,9.0,9.0,2017.0,41.0,0.889187,230,98.9,Very high
000000000030954,107,KUTZ ROAD,UPPER SWATARA CR,0.1 MI NORTH OF SR 3002,9.0,9.0,7.0,1961.0,50.0,0.888761,231,98.9,Very high
000000000026046,85,"SR 4012,REYNOLDS R",OVER SHENANGO RIVER,PYMATUNING TOWNSHIP,9.0,7.0,7.0,1960.0,3153.0,0.888709,232,98.9,Very high
000000000069534,77,PA TPK (I-476),T-599 Huckleberry Rd,2MI N OF L V INTERCHANGE,9.0,9.0,8.0,2022.0,30563.0,0.888486,233,98.9,Very high
000000000013246,39,"SR 2012,WOODCOCK",OVER HUNTER RUN,EAST MEAD TOWNSHIP,9.0,9.0,7.0,1954.0,343.0,0.888321,234,98.9,Very high
000000000056887,19,SR0079 SB,T-311 N. Boundary Road,I79 and T-311 Intersect.,9.0,8.0,8.0,2019.0,22366.0,0.886995,235,98.9,Very high
091902000036162,53,FR 145,BIG SALMON CREEK,1.3 MILES N OF SR 3004,9.0,9.0,8.0,2023.0,50.0,0.886893,236,98.9,Very high
000000000021829,71,T-435 FURNACE ROAD,MEETINGHOUSE CREEK,0.7 MILE WEST OF SR 896,8.0,9.0,7.0,1937.0,215.0,0.886862,237,98.9,Very high
000000000011943,33,WORKERS RD (T-463),BELL RUN,250 FT SE OF T461,9.0,9.0,7.0,1930.0,60.0,0.886661,238,98.9,Very high
000000000056806,33,T-919 WALNUT ST.,LITTLE MUDDY RUN,0.3 MI W OF PA 728,9.0,9.0,7.0,1933.0,100.0,0.886634,239,98.9,Very high
000000000033642,121,"SR 8,NEW ROUTE 8",OVER SR 6008,IRWIN TOWNSHIP,9.0,8.0,7.0,1990.0,5606.0,0.88661,240,98.9,Very high
000000000009017,25,PA 443(LR 13002),MAHONING CREEK,BLAKESLEE BLVD.,9.0,9.0,6.0,1945.0,14308.0,0.886553,241,98.9,Very high
000000000068695,55,US 11 SB; N.Main S,Falling Spring Branch,CHAMBERSBURG,8.0,9.0,8.0,2021.0,7758.0,0.886456,242,98.9,Very high
000000000057402,3,Station Street,Robinson Run,RS04   ROBINSON RUNSBR #4,9.0,9.0,8.0,2019.0,884.0,0.885274,243,98.8,Very high
000000000068020,79,SR 3034 BUTLER ST,LITTLE NESCOPECK CRK,CONYNGHAM BO .8 M E TR 93,7.0,9.0,9.0,2021.0,3419.0,0.885197,244,98.8,Very high
000000000005358,11,GIBRALTAR ROAD,ANTIETAM CREEK,ALTHOUSE MILL BRIDGE,9.0,9.0,7.0,1980.0,11973.0,0.884916,245,98.8,Very high
000000000070227,115,SR 1009,Starrucca Creek,LANSBORO BO .6M E SR 1015,8.0,9.0,8.0,2024.0,502.0,0.884555,246,98.8,Very high
000000000013145,39,"SR 1003,SHUTZ RD.",OVER WOODCOCK CREEK TRIB,WOODCOCK TOWNSHIP,9.0,6.0,7.0,1972.0,427.0,0.884286,247,98.8,Very high
000000000068642,111,PA 160,DARK SHADE CREEK,0.21 MILES SOUTH OF MAIN,8.0,8.0,9.0,2021.0,2830.0,0.88413,248,98.8,Very high
000000000070463,29,PA TPK (I-76),"SR 0422, SR 3039",WEST OF VALLEY FORGE INT6,9.0,9.0,8.0,2023.0,37954.0,0.883996,249,98.8,Very high
000000000057665,17,MILL CREEK ROAD,MARTINS CREEK,0.3 MI E SR13 ADC 3264-A5,8.0,9.0,8.0,2020.0,1000.0,0.883729,250,98.8,Very high
000000000029622,99,Oak Hall Road,Buffalo Creek,Oliver Township,9.0,9.0,6.0,1938.0,128.0,0.882821,251,98.8,Very high
000000000070052,49,"SR 215,KIDDERS CRN",OVER CONNEAUT CREEK,SPRINGFIELD TOWNSHIP,9.0,9.0,9.0,2023.0,560.0,0.882417,252,98.8,Very high
000000000067543,79,PA 93,NESCOPECK CREEK,SUGARLOAF TWP .8 M S I-80,8.0,9.0,7.0,2020.0,11102.0,0.882148,253,98.8,Very high
000000000068971,107,LAWTON ST,MILL CREEK,ST.CLAIR BORO LAWTON ST.,9.0,9.0,8.0,2022.0,400.0,0.881285,254,98.8,Very high
000000000038094,133,FOX RUN ROAD,FOX RUN,1 E.DOVER FOX RUN,9.0,9.0,5.0,1970.0,1500.0,0.880794,255,98.8,Very high
000000000056061,129,STORY ROAD,BEAVER RUN RESERVOIR,1.5 MI SW OF SR 819,8.0,9.0,9.0,2018.0,1000.0,0.880475,256,98.8,Very high
000000000069303,3,COULTERVILLE RD,Long Run,LG03   LONG RUN NO. 3,8.0,9.0,9.0,2022.0,9886.0,0.880304,257,98.8,Very high
000000000070568,71,SR0772; High St,Rife Run,W.EDGE MANHEIM BORO,8.0,9.0,8.0,2024.0,11281.0,0.88015,258,98.8,Very high
000000000069082,71,SR 2009 noble rd.,WEST BRANCH OCTORARO CR,KINGS BRIDGE,7.0,9.0,8.0,2022.0,878.0,0.880129,259,98.8,Very high
000000000029380,97,T-387,SCHWABEN CREEK,WEST OF REBUCK,9.0,9.0,6.0,1960.0,60.0,0.879865,260,98.8,Very high
000000000057094,39,"SR 1007,BROWN HILL",OVER FEDERAL RUN,ATHENS TOWNSHIP,9.0,9.0,9.0,2019.0,159.0,0.879815,261,98.8,Very high
000000000024376,79,EAST DIV. STREET,SOLOMON  CREEK,1/2 MILE SE OF SR 2008,8.0,9.0,6.0,1936.0,815.0,0.879723,262,98.8,Very high
000000000067704,49,"SR 19,WATERFORD PK",OVER TROUT RUN,WATERFORD TOWNSHIP,9.0,9.0,9.0,2020.0,3045.0,0.879212,263,98.8,Very high
000000000055715,1,SR 4010,CONEWAGO CREEK,3.5 MI.N.W. ARENDTSVILLE,8.0,9.0,8.0,2018.0,1187.0,0.879009,264,98.7,Very high
000000000014093,41,BEECHCLIFF DR.T606,BRENIZER RUN,4.2 NW HOGSTWN/BRENIZER,8.0,9.0,7.0,1930.0,800.0,0.878659,265,98.7,Very high
000000000055864,49,SR 4016,CSX RR,FAIRVIEW TWP,9.0,9.0,8.0,2018.0,7038.0,0.878486,266,98.7,Very high
000000000030875,107,BRICKEY ST.,WEST CREEK,LLEWELLYN,9.0,9.0,7.0,1979.0,100.0,0.878448,267,98.7,Very high
000000000057286,9,T404 LAKE GORDON R,EVITTS CREEK,.25 MI S OF LAKE GORDON,8.0,8.0,9.0,2019.0,41.0,0.878272,268,98.7,Very high
000000000056128,45,W 7TH STREET,CHESTER CREEK,.4 Mi. N of PA-291  35-C1,8.0,9.0,8.0,2022.0,4109.0,0.878139,269,98.7,Very high
000000000048369,91,EAST MILL ROAD,SUNNYBROOK CREEK,3369-G3 ADC 2008,8.0,9.0,8.0,2013.0,6716.0,0.877987,270,98.7,Very high
000000000029874,71,RTE I84,"DELAWARE RIVER, NEVERSIN",1 MI W I-84 Exit 1,9.0,9.0,5.0,1967.0,14544.0,0.877943,271,98.7,Very high
000000000047763,103,SR 2006,DWARFSKILL CREEK,DINGMAN TWP 3 M E TR 739,8.0,9.0,8.0,2012.0,3430.0,0.877506,272,98.7,Very high
000000000069024,111,"T-504,BENDER BR RD",ELKLICK CREEK,2 MI.W.OF MEYERSDALE,8.0,9.0,9.0,2023.0,46.0,0.877462,273,98.7,Very high
000000000048757,85,"SR 173, LIBERTY ST",SWAMP RUN,PINE TWP,9.0,9.0,9.0,2014.0,4083.0,0.877419,274,98.7,Very high
000000000057175,123,"SR 3002,MCGRAW RD.",TRIBUTARY TO PINE CREEK,SOUTHWEST TOWNSHIP,9.0,9.0,9.0,2019.0,526.0,0.877333,275,98.7,Very high
000000000070462,29,PA TPK (I-76),T-616 (Glenhardie Rd),EAST OF VALLEY FORGE PARK,9.0,9.0,8.0,2023.0,46820.0,0.876977,276,98.7,Very high
000000000068734,1,MENGUS MILL ROAD,PINEY CREEK,1.5 S.LITLTWN;PINEY CREEK,8.0,9.0,8.0,2021.0,600.0,0.876924,277,98.7,Very high
000000000026226,85,Shenango Park Road,Brush Run,1/2-mi S of Rutledge Rd,9.0,9.0,7.0,1967.0,858.0,0.87689,278,98.7,Very high
000000000030901,107,GROVE DRIVE,PINE CREEK,0.52 MI. S. OF HEGINS,9.0,9.0,7.0,1973.0,350.0,0.875909,279,98.7,Very high
000000000027073,89,OLD CANADENSIS RD.,BRODHEAD CREEK,400 FT SW OF INT PA 447,9.0,9.0,5.0,1956.0,150.0,0.875756,280,98.7,Very high
000000000021462,71,SR 1044,Little Muddy Creek,05 mi.S. of Red Run,8.0,9.0,7.0,1961.0,1334.0,0.875494,281,98.7,Very high
000000000047029,103,SR 2007 MINK POND,TOMS CREEK,LEHMAN TWP 2 M N SR 2001,8.0,9.0,8.0,2011.0,423.0,0.875432,282,98.7,Very high
000000000047322,79,SR 1054,TOBY CREEK,LUZERNE BORO AT EVANS ST,8.0,9.0,8.0,2012.0,5291.0,0.875343,283,98.7,Very high
000000000048203,85,SR 19,NESHANNOCK CREEK,SPRINGFIELD TWP.,8.0,9.0,8.0,2013.0,2788.0,0.875309,284,98.7,Very high
000000000070078,125,SR 79 NB,"PA Turnpike I-576, Ramp",Cecil Township,8.0,9.0,9.0,2021.0,28912.0,0.875305,285,98.6,Very high
000000000068336,75,US 422; Lincoln Av,Trib. Tulpehocken Creek,2 MI.W. OF MYERSTOWN,7.0,9.0,9.0,2021.0,14515.0,0.875233,286,98.6,Very high
000000000070077,125,SR 79 SB,"PA Turnpike I-576, Ramp",Cecil Township,8.0,9.0,9.0,2020.0,29784.0,0.875156,287,98.6,Very high
000000000017538,55,SR 3002 willamson,MUDDY RUN,1.5MI.NW OF GREENCASTLE,8.0,9.0,6.0,1957.0,2979.0,0.874848,288,98.6,Very high
000000000014719,43,"RUMMEL ROAD,T-538",POWELL CREEK,2000 FT SE OF SR 4013,8.0,9.0,6.0,1975.0,75.0,0.874548,289,98.6,Very high
000000000055847,39,"SR 4011,GRANGE RD.",OVER CUSSEWAGO CREEK,CUSSEWAGO TOWNSHIP,9.0,9.0,9.0,2018.0,597.0,0.874347,290,98.6,Very high
091902000035103,47,FR 131,TRIB TO EA BR MILLSTONE,3 MILES SOUTH OF LAMONAVI,9.0,9.0,9.0,2022.0,10.0,0.873746,291,98.6,Very high
000000000052519,49,"SR 98,AVONIA ROAD","SR 90,EB/WB",FAIRVIEW TWP,9.0,7.0,8.0,2015.0,4958.0,0.873483,292,98.6,Very high
000000000025667,85,"SR 58,KINSMAN ROAD",FAHERTY RUN,GREENE TOWNSHIP,9.0,9.0,6.0,1924.0,4228.0,0.87253,293,98.6,Very high
000000000070345,125,WEST WHEELING STR.,CHARTIERS CREEK TRIB,300' WEST OF SR 40,8.0,9.0,9.0,2024.0,200.0,0.872289,294,98.6,Very high
000000000057666,3,VILSACK RD,S BRANCH PINE CREEK,"PS06 PINE CR, So. BR., #6",8.0,9.0,9.0,2022.0,12274.0,0.871658,295,98.6,Very high
000000000055736,1,SR 4001,OPOSSUM CREEK,CENTRE MILLS,7.0,9.0,8.0,2018.0,1703.0,0.871468,296,98.6,Very high
000000000021970,71,KINSEYVILLE RD,REYNOLDS RUN,2000 FT WEST OF SR 2001,8.0,9.0,7.0,1977.0,205.0,0.871359,297,98.6,Very high
000000000057444,49,"T-320,HUNTLEY RD","OVER SR 90,EB/WB",SPRINGFIELD TOWNSHIP,9.0,9.0,9.0,2019.0,151.0,0.871138,298,98.6,Very high
000000000033785,121,SR 2004,OVER TARKILN RUN,CRANBERRY TOWNSHIP,9.0,6.0,7.0,1981.0,393.0,0.870249,299,98.6,Very high
000000000068393,17,INTERSTATE 295 EB,TAYLORSVILLE RD,OVERTAYLORSVILLE RD,9.0,9.0,8.0,2021.0,15753.0,0.869928,300,98.6,Very high
000000000026124,85,Creek Road,North Deer Creek,1-mi W of New Lebanon Rd,8.0,9.0,8.0,1965.0,90.0,0.869564,301,98.6,Very high
000000000032717,115,"T-377, BAILEY ROAD",MARTINS CREEK,2 MI SW OF HOP BOTTOM,8.0,9.0,7.0,1974.0,100.0,0.869244,302,98.6,Very high
000000000016239,49,"SR 2008,STONE QURY",OVER FRENCH CREEK TRIB,LEBOEUF TOWNSHIP,9.0,7.0,6.0,1904.0,213.0,0.868741,303,98.6,Very high
000000000068707,91,PENNSWOOD ROAD,AMTRAK  PHI-HBG,.1 Mi N of US-30  3478-A7,8.0,9.0,7.0,2021.0,6676.0,0.868315,304,98.6,Very high
000000000068931,133,Muddy Creek Road,South Branch Muddy Creek,1.2 MI SW OF SR2069,8.0,9.0,8.0,2022.0,50.0,0.86781,305,98.6,Very high
000000000068380,49,"SR 215, CHURCH ST","OVER SR 90,EB/WB",SPRINGFIELD TOWNSHIP,9.0,9.0,8.0,2021.0,1228.0,0.867026,306,98.5,Very high
000000000054690,1,Horner Road T-402,Marsh Creek,2.5 MI SW of Barlow,8.0,9.0,7.0,2017.0,50.0,0.866919,307,98.5,Very high
000000000069249,49,"SR 18, ALBION RD","SR 90, EB/WB",GIRARD TOWNSHIP,9.0,9.0,9.0,2022.0,2712.0,0.86609,308,98.5,Very high
000000000047501,123,"SR 27,GRAND STREET",HOSMER CREEK,PITTSFIELD TWP,8.0,9.0,9.0,2012.0,2110.0,0.865725,309,98.5,Very high
000000000054765,53,"SR 62,HUNTER STA.",OVER ALLEGHENY RIVER,TIONESTA TOWNSHIP,7.0,9.0,9.0,2017.0,969.0,0.865607,310,98.5,Very high
000000000068649,43,I-83; SR 0083,T-586; Megoulas Blvd.,.5 MI.N. OF UNION DEPOSIT,8.0,9.0,7.0,2021.0,84491.0,0.865463,311,98.5,Very high
000000000057491,7,Pittsfield Ave.,Blockhouse Run,200' SE OF LEWIS ALLEY,8.0,9.0,9.0,2020.0,55.0,0.864963,312,98.5,Very high
000000000039016,101,JFK BLVD.,23RD STREET,IN CENTER CITY   3590B08,8.0,9.0,7.0,1957.0,12155.0,0.864625,313,98.5,Very high
000000000016311,49,"SR 3011,KNAPP ROAD",OVER CONNEAUT CREEK,CONNEAUT TOWNSHIP,8.0,9.0,7.0,1962.0,417.0,0.864545,314,98.5,Very high
000000000067622,19,SR 3020,PA TPK (I-76),WEST OF PERRY HGW INTG,9.0,9.0,7.0,2020.0,23089.0,0.864522,315,98.5,Very high
000000000030869,107,WEISHAMPLE RD.,DEEP CREEK,SOUTH OF WEISHAMPLE,8.0,9.0,7.0,1970.0,300.0,0.862964,316,98.5,Very high
000000000047306,53,"SR1003,BLUE JAY RD",BLUE JAY CREEK,HOWE TWP,8.0,9.0,9.0,2012.0,556.0,0.862514,317,98.5,Very high
000000000038098,133,BUTTER ROAD,FOX RUN,0.9 MI N OF SR 74,8.0,9.0,6.0,1974.0,2050.0,0.862395,318,98.5,Very high
000000000046893,71,GARFIELD ROAD,CHIQUES CREEK,800 FEET WEST OF SR 4001,8.0,9.0,8.0,2011.0,630.0,0.86228,319,98.5,Very high
000000000057319,71,Stone Mill Rd.,Conoy Creek,3/4 MI East of T-835,8.0,9.0,8.0,2019.0,410.0,0.860742,320,98.5,Very high
000000000013528,39,LIBERTY STREET,OVER MILL RUN,"LIBERTY ST,MEADVILLE",9.0,7.0,5.0,1910.0,2500.0,0.860717,321,98.5,Very high
000000000047075,79,SR 4010,HUNTINGTON,HNTIGTON TWP 100'E SR4006,7.0,9.0,8.0,2012.0,481.0,0.860459,322,98.5,Very high
000000000069971,49,"SR 99,EDINBORO RD","OVER SR 90,EB/WB",SUMMIT TOWNSHIP,8.0,8.0,9.0,2023.0,5863.0,0.860153,323,98.5,Very high
000000000068579,79,E COUNTY RD (CR37),Little Nescopeck Creek,400 FT EAST OF SR 93,8.0,9.0,7.0,2020.0,200.0,0.859953,324,98.5,Very high
000000000054266,7,Dutch Ridge Road,SR 0376,0.4 Mi. W of Brighton Rd.,8.0,9.0,9.0,2019.0,2855.0,0.859868,325,98.5,Very high
000000000042372,53,"SR 3004,LT.HICKORY",OVER LITTLE HICKORY CK,HICKORY TOWNSHIP,9.0,7.0,8.0,2004.0,178.0,0.859615,326,98.5,Very high
000000000054172,125,SR 0070 EB,SR 0481,0.2 mi E from SR 0481,8.0,8.0,9.0,2017.0,12945.0,0.859332,327,98.4,Very high
000000000043510,79,SR 0029 TR 29,HARVEY'S CREEK,PLYMOUTH TWP 1.8M N TR 11,7.0,9.0,7.0,2005.0,4129.0,0.859146,328,98.4,Very high
000000000057085,3,JACOBY ROAD,LITTLE DEER CREEK,DL05   LIT DEER CRK NO. 5,9.0,9.0,7.0,2020.0,484.0,0.858427,329,98.4,Very high
000000000049103,95,PA 191 (LR 48035),WALTZ CREEK,WASHINGTON BLVD. ACKERMAN,8.0,9.0,8.0,2015.0,5665.0,0.858041,330,98.4,Very high
000000000046044,53,"SR 1003,Blue Jay R",OVER TIONESTA CREEK,HOWE TWP,8.0,8.0,9.0,2010.0,556.0,0.857486,331,98.4,Very high
000000000055952,19,SR 0038,Connoquessing Creek,3.5 mi N SR 68 Intersect.,8.0,9.0,9.0,2018.0,5188.0,0.856566,332,98.4,Very high
